[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #112] Attacker: [DIR: 0; POS: 12,22]; Defender #0: [DIR: 3; POS: 103,32]; Defender #1: [DIR: 0; POS: 96,34]; Defender #2: [DIR: 3; POS: 34,56]; Defender #3: [DIR: 1; POS: 66,44]; 
[Tick #113] Attacker: [DIR: 0; POS: 12,21]; Defender #0: [DIR: 3; POS: 102,32]; Defender #1: [DIR: 0; POS: 96,33]; Defender #2: [DIR: 3; POS: 33,56]; Defender #3: [DIR: 1; POS: 67,44]; 
[Tick #114] Attacker: [DIR: 0; POS: 12,20]; Defender #0: [DIR: 3; POS: 101,32]; Defender #1: [DIR: 1; POS: 96,32]; Defender #2: [DIR: 3; POS: 32,56]; Defender #3: [DIR: 1; POS: 68,44]; 
[Tick #115] Attacker: [DIR: 0; POS: 12,19]; Defender #0: [DIR: 3; POS: 100,32]; Defender #1: [DIR: 1; POS: 97,32]; Defender #2: [DIR: 3; POS: 31,56]; Defender #3: [DIR: 1; POS: 69,44]; 
[Tick #116] Attacker: [DIR: 0; POS: 12,18]; Defender #0: [DIR: 3; POS: 99,32]; Defender #1: [DIR: 1; POS: 98,32]; Defender #2: [DIR: 3; POS: 30,56]; Defender #3: [DIR: 1; POS: 70,44]; 
[Tick #117] Attacker: [DIR: 0; POS: 12,17]; Defender #0: [DIR: 3; POS: 98,32]; Defender #1: [DIR: 1; POS: 99,32]; Defender #2: [DIR: 3; POS: 29,56]; Defender #3: [DIR: 1; POS: 71,44]; 
[Tick #118] Attacker: [DIR: 3; POS: 12,16]; Defender #0: [DIR: 3; POS: 97,32]; Defender #1: [DIR: 1; POS: 100,32]; Defender #2: [DIR: 3; POS: 28,56]; Defender #3: [DIR: 1; POS: 72,44]; 
[Tick #119] Attacker: [DIR: 3; POS: 11,16]; Defender #0: [DIR: 0; POS: 96,32]; Defender #1: [DIR: 1; POS: 101,32]; Defender #2: [DIR: 3; POS: 27,56]; Defender #3: [DIR: 1; POS: 73,44]; 
[Tick #120] Attacker: [DIR: 3; POS: 10,16]; Defender #0: [DIR: 0; POS: 96,31]; Defender #1: [DIR: 1; POS: 102,32]; Defender #2: [DIR: 3; POS: 26,56]; Defender #3: [DIR: 1; POS: 74,44]; 
[Tick #121] Attacker: [DIR: 3; POS: 9,16]; Defender #0: [DIR: 0; POS: 96,30]; Defender #1: [DIR: 1; POS: 103,32]; Defender #2: [DIR: 3; POS: 25,56]; Defender #3: [DIR: 1; POS: 75,44]; 
[Tick #122] Attacker: [DIR: 3; POS: 8,16]; Defender #0: [DIR: 0; POS: 96,29]; Defender #1: [DIR: 1; POS: 104,32]; Defender #2: [DIR: 2; POS: 24,56]; Defender #3: [DIR: 1; POS: 76,44]; 
[Tick #123] Attacker: [DIR: 3; POS: 7,16]; Defender #0: [DIR: 0; POS: 96,28]; Defender #1: [DIR: 1; POS: 105,32]; Defender #2: [DIR: 2; POS: 24,57]; Defender #3: [DIR: 1; POS: 77,44]; 
[Tick #124] Attacker: [DIR: 3; POS: 6,16]; Defender #0: [DIR: 0; POS: 96,27]; Defender #1: [DIR: 1; POS: 106,32]; Defender #2: [DIR: 2; POS: 24,58]; Defender #3: [DIR: 1; POS: 78,44]; 
[Tick #125] Attacker: [DIR: 3; POS: 5,16]; Defender #0: [DIR: 0; POS: 96,26]; Defender #1: [DIR: 1; POS: 107,32]; Defender #2: [DIR: 2; POS: 24,59]; Defender #3: [DIR: 1; POS: 79,44]; 
[Tick #126] Attacker: [DIR: 0; POS: 4,16]; Defender #0: [DIR: 0; POS: 96,25]; Defender #1: [DIR: 1; POS: 108,32]; Defender #2: [DIR: 2; POS: 24,60]; Defender #3: [DIR: 1; POS: 80,44]; 
[Tick #127] Attacker: [DIR: 0; POS: 4,15]; Defender #0: [DIR: 0; POS: 96,24]; Defender #1: [DIR: 1; POS: 0,32]; Defender #2: [DIR: 2; POS: 24,61]; Defender #3: [DIR: 1; POS: 81,44]; 
[Tick #128] Attacker: [DIR: 0; POS: 4,14]; Defender #0: [DIR: 0; POS: 96,23]; Defender #1: [DIR: 1; POS: 1,32]; Defender #2: [DIR: 2; POS: 24,62]; Defender #3: [DIR: 1; POS: 82,44]; 
[Tick #129] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 0; POS: 96,22]; Defender #1: [DIR: 1; POS: 2,32]; Defender #2: [DIR: 2; POS: 24,63]; Defender #3: [DIR: 1; POS: 83,44]; 
[Tick #130] Attacker: [DIR: 0; POS: 4,12]; Defender #0: [DIR: 0; POS: 96,21]; Defender #1: [DIR: 1; POS: 3,32]; Defender #2: [DIR: 2; POS: 24,64]; Defender #3: [DIR: 1; POS: 84,44]; 
[Tick #131] Attacker: [DIR: 0; POS: 4,11]; Defender #0: [DIR: 0; POS: 96,20]; Defender #1: [DIR: 1; POS: 4,32]; Defender #2: [DIR: 2; POS: 24,65]; Defender #3: [DIR: 1; POS: 85,44]; 
[Tick #132] Attacker: [DIR: 0; POS: 4,10]; Defender #0: [DIR: 0; POS: 96,19]; Defender #1: [DIR: 1; POS: 5,32]; Defender #2: [DIR: 2; POS: 24,66]; Defender #3: [DIR: 1; POS: 86,44]; 
[Tick #133] Attacker: [DIR: 0; POS: 4,9]; Defender #0: [DIR: 0; POS: 96,18]; Defender #1: [DIR: 1; POS: 6,32]; Defender #2: [DIR: 2; POS: 24,67]; Defender #3: [DIR: 1; POS: 87,44]; 
[Tick #134] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,19]; Defender #1: [DIR: 3; POS: 5,32]; Defender #2: [DIR: 0; POS: 24,66]; Defender #3: [DIR: 3; POS: 86,44]; 
[Tick #135] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 96,20]; Defender #1: [DIR: 3; POS: 4,32]; Defender #2: [DIR: 0; POS: 24,65]; Defender #3: [DIR: 3; POS: 85,44]; 
[Tick #136] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,20]; Defender #1: [DIR: 3; POS: 4,32]; Defender #2: [DIR: 0; POS: 24,65]; Defender #3: [DIR: 3; POS: 85,44]; 
[Tick #137] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 96,21]; Defender #1: [DIR: 3; POS: 3,32]; Defender #2: [DIR: 0; POS: 24,64]; Defender #3: [DIR: 3; POS: 84,44]; 
[Tick #138] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,21]; Defender #1: [DIR: 3; POS: 3,32]; Defender #2: [DIR: 0; POS: 24,64]; Defender #3: [DIR: 3; POS: 84,44]; 
[Tick #139] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 96,22]; Defender #1: [DIR: 3; POS: 2,32]; Defender #2: [DIR: 0; POS: 24,63]; Defender #3: [DIR: 3; POS: 83,44]; 
[Tick #140] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,22]; Defender #1: [DIR: 3; POS: 2,32]; Defender #2: [DIR: 0; POS: 24,63]; Defender #3: [DIR: 3; POS: 83,44]; 
[Tick #141] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 96,23]; Defender #1: [DIR: 3; POS: 1,32]; Defender #2: [DIR: 0; POS: 24,62]; Defender #3: [DIR: 3; POS: 82,44]; 
[Tick #142] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,23]; Defender #1: [DIR: 3; POS: 1,32]; Defender #2: [DIR: 0; POS: 24,62]; Defender #3: [DIR: 3; POS: 82,44]; 
[Tick #143] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 96,24]; Defender #1: [DIR: 3; POS: 0,32]; Defender #2: [DIR: 0; POS: 24,61]; Defender #3: [DIR: 3; POS: 81,44]; 
[Tick #144] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,24]; Defender #1: [DIR: 3; POS: 0,32]; Defender #2: [DIR: 0; POS: 24,61]; Defender #3: [DIR: 3; POS: 81,44]; 
[Tick #145] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 96,25]; Defender #1: [DIR: 3; POS: 108,32]; Defender #2: [DIR: 0; POS: 24,60]; Defender #3: [DIR: 3; POS: 80,44]; 
[Tick #146] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,25]; Defender #1: [DIR: 3; POS: 108,32]; Defender #2: [DIR: 0; POS: 24,60]; Defender #3: [DIR: 3; POS: 80,44]; 
[Tick #147] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 96,26]; Defender #1: [DIR: 3; POS: 107,32]; Defender #2: [DIR: 0; POS: 24,59]; Defender #3: [DIR: 3; POS: 79,44]; 
[Tick #148] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,26]; Defender #1: [DIR: 3; POS: 107,32]; Defender #2: [DIR: 0; POS: 24,59]; Defender #3: [DIR: 3; POS: 79,44]; 
[Tick #149] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 96,27]; Defender #1: [DIR: 3; POS: 106,32]; Defender #2: [DIR: 0; POS: 24,58]; Defender #3: [DIR: 3; POS: 78,44]; 
[Tick #150] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,27]; Defender #1: [DIR: 3; POS: 106,32]; Defender #2: [DIR: 0; POS: 24,58]; Defender #3: [DIR: 3; POS: 78,44]; 
[Tick #151] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 96,28]; Defender #1: [DIR: 3; POS: 105,32]; Defender #2: [DIR: 0; POS: 24,57]; Defender #3: [DIR: 3; POS: 77,44]; 
[Tick #152] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,28]; Defender #1: [DIR: 3; POS: 105,32]; Defender #2: [DIR: 0; POS: 24,57]; Defender #3: [DIR: 3; POS: 77,44]; 
[Tick #153] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 96,29]; Defender #1: [DIR: 3; POS: 104,32]; Defender #2: [DIR: 1; POS: 24,56]; Defender #3: [DIR: 3; POS: 76,44]; 
[Tick #154] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,29]; Defender #1: [DIR: 3; POS: 104,32]; Defender #2: [DIR: 1; POS: 24,56]; Defender #3: [DIR: 3; POS: 76,44]; 
[Tick #155] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 96,30]; Defender #1: [DIR: 3; POS: 103,32]; Defender #2: [DIR: 1; POS: 25,56]; Defender #3: [DIR: 3; POS: 75,44]; 
[Tick #156] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,30]; Defender #1: [DIR: 3; POS: 103,32]; Defender #2: [DIR: 1; POS: 25,56]; Defender #3: [DIR: 3; POS: 75,44]; 
[Tick #157] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 96,31]; Defender #1: [DIR: 3; POS: 102,32]; Defender #2: [DIR: 1; POS: 26,56]; Defender #3: [DIR: 3; POS: 74,44]; 
[Tick #158] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 96,31]; Defender #1: [DIR: 3; POS: 102,32]; Defender #2: [DIR: 1; POS: 26,56]; Defender #3: [DIR: 3; POS: 74,44]; 
[Tick #159] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 96,32]; Defender #1: [DIR: 3; POS: 101,32]; Defender #2: [DIR: 1; POS: 27,56]; Defender #3: [DIR: 3; POS: 73,44]; 
[Tick #160] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 96,32]; Defender #1: [DIR: 3; POS: 101,32]; Defender #2: [DIR: 1; POS: 27,56]; Defender #3: [DIR: 3; POS: 73,44]; 
[Tick #161] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 97,32]; Defender #1: [DIR: 3; POS: 100,32]; Defender #2: [DIR: 1; POS: 28,56]; Defender #3: [DIR: 2; POS: 72,44]; 
[Tick #162] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 97,32]; Defender #1: [DIR: 3; POS: 100,32]; Defender #2: [DIR: 1; POS: 28,56]; Defender #3: [DIR: 2; POS: 72,44]; 
[Tick #163] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 98,32]; Defender #1: [DIR: 3; POS: 99,32]; Defender #2: [DIR: 1; POS: 29,56]; Defender #3: [DIR: 2; POS: 72,45]; 
[Tick #164] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 98,32]; Defender #1: [DIR: 3; POS: 99,32]; Defender #2: [DIR: 1; POS: 29,56]; Defender #3: [DIR: 2; POS: 72,45]; 
[Tick #165] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 99,32]; Defender #1: [DIR: 3; POS: 98,32]; Defender #2: [DIR: 1; POS: 30,56]; Defender #3: [DIR: 2; POS: 72,46]; 
[Tick #166] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 99,32]; Defender #1: [DIR: 3; POS: 98,32]; Defender #2: [DIR: 1; POS: 30,56]; Defender #3: [DIR: 2; POS: 72,46]; 
[Tick #167] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 100,32]; Defender #1: [DIR: 3; POS: 97,32]; Defender #2: [DIR: 1; POS: 31,56]; Defender #3: [DIR: 2; POS: 72,47]; 
[Tick #168] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 100,32]; Defender #1: [DIR: 3; POS: 97,32]; Defender #2: [DIR: 1; POS: 31,56]; Defender #3: [DIR: 2; POS: 72,47]; 
[Tick #169] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 101,32]; Defender #1: [DIR: 0; POS: 96,32]; Defender #2: [DIR: 1; POS: 32,56]; Defender #3: [DIR: 2; POS: 72,48]; 
[Tick #170] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 101,32]; Defender #1: [DIR: 0; POS: 96,32]; Defender #2: [DIR: 1; POS: 32,56]; Defender #3: [DIR: 2; POS: 72,48]; 
[Tick #171] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 102,32]; Defender #1: [DIR: 0; POS: 96,31]; Defender #2: [DIR: 1; POS: 33,56]; Defender #3: [DIR: 2; POS: 72,49]; 
[Tick #172] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 102,32]; Defender #1: [DIR: 0; POS: 96,31]; Defender #2: [DIR: 1; POS: 33,56]; Defender #3: [DIR: 2; POS: 72,49]; 
[Tick #173] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 103,32]; Defender #1: [DIR: 0; POS: 96,30]; Defender #2: [DIR: 1; POS: 34,56]; Defender #3: [DIR: 2; POS: 72,50]; 
[Tick #174] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 103,32]; Defender #1: [DIR: 0; POS: 96,30]; Defender #2: [DIR: 1; POS: 34,56]; Defender #3: [DIR: 2; POS: 72,50]; 
[Tick #175] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 104,32]; Defender #1: [DIR: 0; POS: 96,29]; Defender #2: [DIR: 1; POS: 35,56]; Defender #3: [DIR: 2; POS: 72,51]; 
[Tick #176] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 104,32]; Defender #1: [DIR: 0; POS: 96,29]; Defender #2: [DIR: 1; POS: 35,56]; Defender #3: [DIR: 2; POS: 72,51]; 
[Tick #177] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 105,32]; Defender #1: [DIR: 0; POS: 96,28]; Defender #2: [DIR: 0; POS: 36,56]; Defender #3: [DIR: 2; POS: 72,52]; 
[Tick #178] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 105,32]; Defender #1: [DIR: 0; POS: 96,28]; Defender #2: [DIR: 0; POS: 36,56]; Defender #3: [DIR: 2; POS: 72,52]; 
[Tick #179] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 106,32]; Defender #1: [DIR: 0; POS: 96,27]; Defender #2: [DIR: 0; POS: 36,55]; Defender #3: [DIR: 2; POS: 72,53]; 
[Tick #180] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 106,32]; Defender #1: [DIR: 0; POS: 96,27]; Defender #2: [DIR: 0; POS: 36,55]; Defender #3: [DIR: 2; POS: 72,53]; 
[Tick #181] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 107,32]; Defender #1: [DIR: 0; POS: 96,26]; Defender #2: [DIR: 0; POS: 36,54]; Defender #3: [DIR: 2; POS: 72,54]; 
[Tick #182] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 107,32]; Defender #1: [DIR: 0; POS: 96,26]; Defender #2: [DIR: 0; POS: 36,54]; Defender #3: [DIR: 2; POS: 72,54]; 
[Tick #183] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 108,32]; Defender #1: [DIR: 0; POS: 96,25]; Defender #2: [DIR: 0; POS: 36,53]; Defender #3: [DIR: 2; POS: 72,55]; 
[Tick #184] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 108,32]; Defender #1: [DIR: 0; POS: 96,25]; Defender #2: [DIR: 0; POS: 36,53]; Defender #3: [DIR: 2; POS: 72,55]; 
[Tick #185] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 0,32]; Defender #1: [DIR: 0; POS: 96,24]; Defender #2: [DIR: 0; POS: 36,52]; Defender #3: [DIR: 1; POS: 72,56]; 
[Tick #186] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 0,32]; Defender #1: [DIR: 0; POS: 96,24]; Defender #2: [DIR: 0; POS: 36,52]; Defender #3: [DIR: 1; POS: 72,56]; 
[Tick #187] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 1,32]; Defender #1: [DIR: 0; POS: 96,23]; Defender #2: [DIR: 0; POS: 36,51]; Defender #3: [DIR: 1; POS: 73,56]; 
[Tick #188] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 1,32]; Defender #1: [DIR: 0; POS: 96,23]; Defender #2: [DIR: 0; POS: 36,51]; Defender #3: [DIR: 1; POS: 73,56]; 
[Tick #189] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 2,32]; Defender #1: [DIR: 0; POS: 96,22]; Defender #2: [DIR: 0; POS: 36,50]; Defender #3: [DIR: 1; POS: 74,56]; 
[Tick #190] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 2,32]; Defender #1: [DIR: 0; POS: 96,22]; Defender #2: [DIR: 0; POS: 36,50]; Defender #3: [DIR: 1; POS: 74,56]; 
[Tick #191] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 3,32]; Defender #1: [DIR: 0; POS: 96,21]; Defender #2: [DIR: 0; POS: 36,49]; Defender #3: [DIR: 1; POS: 75,56]; 
[Tick #192] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 3,32]; Defender #1: [DIR: 0; POS: 96,21]; Defender #2: [DIR: 0; POS: 36,49]; Defender #3: [DIR: 1; POS: 75,56]; 
[Tick #193] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 4,32]; Defender #1: [DIR: 0; POS: 96,20]; Defender #2: [DIR: 0; POS: 36,48]; Defender #3: [DIR: 1; POS: 76,56]; 
[Tick #194] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 4,32]; Defender #1: [DIR: 0; POS: 96,20]; Defender #2: [DIR: 0; POS: 36,48]; Defender #3: [DIR: 1; POS: 76,56]; 
[Tick #195] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 5,32]; Defender #1: [DIR: 0; POS: 96,19]; Defender #2: [DIR: 0; POS: 36,47]; Defender #3: [DIR: 1; POS: 77,56]; 
[Tick #196] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 5,32]; Defender #1: [DIR: 0; POS: 96,19]; Defender #2: [DIR: 0; POS: 36,47]; Defender #3: [DIR: 1; POS: 77,56]; 
[Tick #197] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 6,32]; Defender #1: [DIR: 0; POS: 96,18]; Defender #2: [DIR: 0; POS: 36,46]; Defender #3: [DIR: 1; POS: 78,56]; 
[Tick #198] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 6,32]; Defender #1: [DIR: 0; POS: 96,18]; Defender #2: [DIR: 0; POS: 36,46]; Defender #3: [DIR: 1; POS: 78,56]; 
[Tick #199] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 7,32]; Defender #1: [DIR: 0; POS: 96,17]; Defender #2: [DIR: 0; POS: 36,45]; Defender #3: [DIR: 1; POS: 79,56]; 
[Tick #200] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 7,32]; Defender #1: [DIR: 0; POS: 96,17]; Defender #2: [DIR: 0; POS: 36,45]; Defender #3: [DIR: 1; POS: 79,56]; 
[Tick #201] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 8,32]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 3; POS: 36,44]; Defender #3: [DIR: 1; POS: 80,56]; 
[Tick #202] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 8,32]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 3; POS: 36,44]; Defender #3: [DIR: 1; POS: 80,56]; 
[Tick #203] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 9,32]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 3; POS: 35,44]; Defender #3: [DIR: 1; POS: 81,56]; 
[Tick #204] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 9,32]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 3; POS: 35,44]; Defender #3: [DIR: 1; POS: 81,56]; 
[Tick #205] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 10,32]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 3; POS: 34,44]; Defender #3: [DIR: 1; POS: 82,56]; 
[Tick #206] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 10,32]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 3; POS: 34,44]; Defender #3: [DIR: 1; POS: 82,56]; 
[Tick #207] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 11,32]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 3; POS: 33,44]; Defender #3: [DIR: 1; POS: 83,56]; 
[Tick #208] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 11,32]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 3; POS: 33,44]; Defender #3: [DIR: 1; POS: 83,56]; 
[Tick #209] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 12,32]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 3; POS: 32,44]; Defender #3: [DIR: 2; POS: 84,56]; 
[Tick #210] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 12,32]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 3; POS: 32,44]; Defender #3: [DIR: 2; POS: 84,56]; 
[Tick #211] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 12,31]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 3; POS: 31,44]; Defender #3: [DIR: 2; POS: 84,57]; 
[Tick #212] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 12,31]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 3; POS: 31,44]; Defender #3: [DIR: 2; POS: 84,57]; 
[Tick #213] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 12,30]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 3; POS: 30,44]; Defender #3: [DIR: 2; POS: 84,58]; 
[Tick #214] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 12,30]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 3; POS: 30,44]; Defender #3: [DIR: 2; POS: 84,58]; 
[Tick #215] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 12,29]; Defender #1: [DIR: 1; POS: 103,16]; Defender #2: [DIR: 3; POS: 29,44]; Defender #3: [DIR: 2; POS: 84,59]; 
[Tick #216] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 12,29]; Defender #1: [DIR: 1; POS: 103,16]; Defender #2: [DIR: 3; POS: 29,44]; Defender #3: [DIR: 2; POS: 84,59]; 
[Tick #217] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 12,28]; Defender #1: [DIR: 0; POS: 104,16]; Defender #2: [DIR: 3; POS: 28,44]; Defender #3: [DIR: 2; POS: 84,60]; 
[Tick #218] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 12,28]; Defender #1: [DIR: 0; POS: 104,16]; Defender #2: [DIR: 3; POS: 28,44]; Defender #3: [DIR: 2; POS: 84,60]; 
[Tick #219] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 12,27]; Defender #1: [DIR: 0; POS: 104,15]; Defender #2: [DIR: 3; POS: 27,44]; Defender #3: [DIR: 2; POS: 84,61]; 
[Tick #220] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 12,27]; Defender #1: [DIR: 0; POS: 104,15]; Defender #2: [DIR: 3; POS: 27,44]; Defender #3: [DIR: 2; POS: 84,61]; 
[Tick #221] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 12,26]; Defender #1: [DIR: 0; POS: 104,14]; Defender #2: [DIR: 3; POS: 26,44]; Defender #3: [DIR: 2; POS: 84,62]; 
[Tick #222] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 12,26]; Defender #1: [DIR: 0; POS: 104,14]; Defender #2: [DIR: 3; POS: 26,44]; Defender #3: [DIR: 2; POS: 84,62]; 
[Tick #223] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 12,25]; Defender #1: [DIR: 0; POS: 104,13]; Defender #2: [DIR: 3; POS: 25,44]; Defender #3: [DIR: 2; POS: 84,63]; 
